usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,month,year,is_weekend,usage_cpu_lag_1,usage_storage_lag_1,users_active_lag_1,usage_cpu_lag_3,usage_storage_lag_3,users_active_lag_3,usage_cpu_lag_7,usage_storage_lag_7,users_active_lag_7,usage_cpu_rolling_mean_3,usage_storage_rolling_mean_3,users_active_rolling_mean_3,usage_cpu_rolling_mean_7,usage_storage_rolling_mean_7,users_active_rolling_mean_7,usage_cpu_rolling_std_3,usage_cpu_rolling_std_7,usage_storage_rolling_std_3,usage_storage_rolling_std_7,users_active_rolling_std_3,users_active_rolling_std_7,cpu_per_user,storage_per_user,cpu_storage_ratio,econ_demand_ratio,system_stress,cpu_utilization_ratio,storage_efficiency,region_East US,region_North Europe,region_Southeast Asia,region_West US,type_Container,type_Storage,type_VM
82,501,424,102.96,1.03,1,2,2023,1,97.0,1516.0,413.0,61.0,1530.0,228.0,72.0,1188.0,208.0,78.0,1331.0,431.0,75.57142857142857,1417.142857142857,364.57142857142856,21.28379665379276,18.778153466702936,754.7019279159157,498.5647495800416,22.338307903688513,92.27108095688685,0.19339622641509435,1.1816037735849056,0.16367265469061876,99.96116504854368,84.46000000000001,0.7557142857142856,0.7103472968134623,0,1,0,0,1,0,0
53,1913,221,100.05,0.98,1,2,2023,1,82.0,501.0,424.0,55.0,1976.0,456.0,54.0,1918.0,425.0,77.33333333333333,1310.0,352.6666666666667,75.42857142857143,1416.4285714285713,335.42857142857144,22.36813209307682,18.972411047423066,728.1915956669645,497.73046827336094,114.15924550089375,101.73471571175877,0.2398190045248869,8.656108597285067,0.02770517511761631,102.09183673469387,51.94,0.7542857142857142,0.7099892588614393,0,1,0,0,1,0,0
84,944,292,85.85,0.96,0,2,2023,0,53.0,1913.0,221.0,97.0,1516.0,413.0,97.0,1280.0,244.0,73.0,1119.3333333333333,312.3333333333333,73.57142857142857,1368.4285714285713,342.2857142857143,17.349351572897465,17.04755254043957,722.1442607494248,528.3404385882451,103.016179958943,96.0012400713558,0.2876712328767123,3.232876712328767,0.08898305084745763,89.42708333333333,80.64,0.7357142857142857,0.6859291084854995,0,1,0,0,1,0,0
85,1251,286,96.57,0.92,0,2,2023,0,84.0,944.0,292.0,82.0,501.0,424.0,83.0,1199.0,362.0,74.0,1369.3333333333333,266.3333333333333,73.85714285714286,1375.857142857143,331.42857142857144,18.193405398660243,17.247498093236317,495.21947996149476,525.9212325597275,39.37427248005131,97.68291754934626,0.2972027972027972,4.374125874125874,0.06794564348521183,104.96739130434781,78.2,0.7385714285714285,0.6896527031865378,0,1,0,0,1,0,0
63,1091,292,98.39,1.04,0,2,2023,0,85.0,1251.0,286.0,53.0,1913.0,221.0,61.0,1530.0,228.0,77.33333333333333,1095.3333333333333,290.0,74.14285714285714,1313.142857142857,340.57142857142856,12.423096769056135,17.013999837668695,153.5458671971775,530.630263168693,3.4641016151368356,88.99785979235143,0.21575342465753425,3.7363013698630136,0.05774518790100825,94.60576923076923,65.52,0.7414285714285714,0.658216970998926,0,1,0,0,1,0,0
50,618,234,118.86,1.02,0,2,2023,0,63.0,1091.0,292.0,84.0,944.0,292.0,55.0,1976.0,456.0,66.0,986.6666666666666,270.6666666666667,73.42857142857143,1119.142857142857,308.85714285714283,17.691806012954125,18.026435614185655,329.14485159779315,494.9415549912365,31.895663237081738,80.12163372320978,0.21367521367521367,2.641025641025641,0.08090614886731391,116.52941176470588,51.0,0.7342857142857142,0.5609738632295024,0,1,0,0,1,0,0
57,1168,204,102.58,0.99,0,2,2023,0,50.0,618.0,234.0,85.0,1251.0,286.0,97.0,1516.0,413.0,56.666666666666664,959.0,243.33333333333334,67.71428571428571,1069.4285714285713,279.0,6.506407098647686,15.46732346717089,297.81370015497936,465.0078340353913,44.73626418615358,73.51417096950311,0.27941176470588236,5.7254901960784315,0.0488013698630137,103.61616161616162,56.43,0.6771428571428572,0.5360544217687074,0,1,0,0,1,0,0
62,1084,444,80.81,1.0,1,2,2023,1,57.0,1168.0,204.0,63.0,1091.0,292.0,82.0,501.0,424.0,56.333333333333336,956.6666666666666,294.0,64.85714285714286,1152.7142857142858,281.85714285714283,6.027713773341678,14.182484166846699,296.2858979656867,392.8399649924106,130.7669683062202,80.17569991676318,0.13963963963963963,2.4414414414414414,0.05719557195571956,80.81,62.0,0.6485714285714286,0.5778016469745794,0,1,0,0,1,0,0
63,1341,464,100.6,1.25,1,2,2023,1,62.0,1084.0,444.0,50.0,618.0,234.0,53.0,1913.0,221.0,60.666666666666664,1197.6666666666667,370.6666666666667,66.28571428571429,1071.0,316.57142857142856,3.2145502536642616,13.262909254939583,131.04324985795066,236.86001491739162,144.6835627614047,99.67088699457686,0.13577586206896552,2.8900862068965516,0.04697986577181208,80.47999999999999,78.75,0.6628571428571428,0.5368421052631579,0,1,0,0,1,0,0
63,1463,251,98.08,1.03,0,2,2023,0,63.0,1341.0,464.0,57.0,1168.0,204.0,84.0,944.0,292.0,62.666666666666664,1296.0,386.3333333333333,63.285714285714285,1145.142857142857,310.7142857142857,0.5773502691893155,10.719363875937885,193.46575924436846,269.465785441881,117.6279445256667,102.51945227730245,0.250996015936255,5.828685258964144,0.0430622009569378,95.22330097087378,64.89,0.6328571428571428,0.5740064446831364,0,1,0,0,1,0,0
91,1058,340,99.65,0.88,0,2,2023,0,63.0,1463.0,251.0,62.0,1084.0,444.0,85.0,1251.0,286.0,72.33333333333333,1287.3333333333333,351.6666666666667,64.14285714285714,1117.5714285714287,318.42857142857144,16.16580753730951,12.785780792591066,207.76509171016497,266.68886812342333,106.9781909238202,102.38140642202752,0.2676470588235294,3.111764705882353,0.08601134215500945,113.23863636363637,80.08,0.6414285714285715,0.5601861797350519,0,1,0,0,1,0,0
84,1631,425,111.43,1.08,0,3,2023,0,91.0,1058.0,340.0,63.0,1341.0,464.0,63.0,1091.0,292.0,79.33333333333333,1384.0,338.6666666666667,67.14285714285714,1194.7142857142858,337.42857142857144,14.57166199626292,14.780940107996871,294.55559746845745,328.62933237195733,87.00766249781294,108.79929096407618,0.1976470588235294,3.8376470588235296,0.05150214592274678,103.17592592592592,90.72,0.6714285714285715,0.5988542785535268,0,1,0,0,1,0,0
89,852,363,107.91,0.91,0,3,2023,0,84.0,1631.0,425.0,63.0,1463.0,251.0,50.0,618.0,234.0,88.0,1180.3333333333333,376.0,72.71428571428571,1228.142857142857,355.85714285714283,3.6055512754639576,14.591256351142688,403.65125211416506,266.14997562241075,43.9658958739611,98.82885639904394,0.24517906336088155,2.347107438016529,0.10446009389671361,118.58241758241758,80.99000000000001,0.7271428571428571,0.6156104547081991,0,1,0,0,1,0,0
85,952,486,114.03,0.86,0,3,2023,0,89.0,852.0,363.0,91.0,1058.0,340.0,57.0,1168.0,204.0,86.0,1145.0,424.6666666666667,76.71428571428571,1197.2857142857142,396.14285714285717,2.6457513110645476,13.350584078537354,423.8478500594287,286.061598428098,61.500677503043185,82.7837113032681,0.1748971193415638,1.9588477366255144,0.08928571428571429,132.59302325581396,73.1,0.767142857142857,0.6001432151808092,0,1,0,0,1,0,0
85,980,350,105.87,1.22,1,3,2023,1,85.0,952.0,486.0,84.0,1631.0,425.0,62.0,1084.0,444.0,86.33333333333333,928.0,399.6666666666667,80.0,1182.4285714285713,382.7142857142857,2.3094010767584527,11.87434208703791,67.29041536504245,295.47185830061613,75.04887296511069,81.33821218778262,0.24285714285714285,2.8,0.08673469387755102,86.77868852459017,103.7,0.8,0.5926960257787325,0,1,0,0,1,0,0
65,1530,213,90.09,0.94,1,3,2023,1,85.0,980.0,350.0,89.0,852.0,363.0,63.0,1341.0,464.0,78.33333333333333,1154.0,349.6666666666667,80.28571428571429,1209.4285714285713,346.85714285714283,11.547005383792502,11.412190641506784,325.92637205356664,319.99471721829934,136.5003052499639,93.88899220431993,0.3051643192488263,7.183098591549296,0.042483660130718956,95.8404255319149,61.099999999999994,0.8028571428571428,0.6062298603651987,0,1,0,0,1,0,0
81,627,295,101.0,0.95,0,3,2023,0,65.0,1530.0,213.0,85.0,952.0,486.0,63.0,1463.0,251.0,77.0,1045.6666666666667,286.0,82.85714285714286,1090.0,353.14285714285717,10.583005244258347,8.532849688675153,455.0673942762031,362.7354407829491,68.94200461257267,87.66874884364162,0.2745762711864407,2.1254237288135593,0.1291866028708134,106.31578947368422,76.95,0.8285714285714285,0.5463659147869674,0,1,0,0,1,0,0
65,899,451,84.49,1.01,0,3,2023,0,81.0,627.0,295.0,85.0,980.0,350.0,91.0,1058.0,340.0,70.33333333333333,1018.6666666666666,319.6666666666667,79.14285714285714,1067.2857142857142,369.0,9.237604307033994,9.940297973880035,463.2411179216859,369.9791499916878,120.90216430375978,94.6555157751869,0.14412416851441243,1.9933481152993349,0.07230255839822025,83.65346534653465,65.65,0.7914285714285716,0.5349803079126387,0,1,0,0,1,0,0
62,712,441,89.38,1.05,0,3,2023,0,65.0,899.0,451.0,65.0,1530.0,213.0,84.0,1631.0,425.0,69.33333333333333,746.0,395.6666666666667,76.0,936.0,371.2857142857143,10.21436896402969,11.503622617824915,139.15099712183144,291.2930940936759,87.32315462311999,96.4100864116652,0.14058956916099774,1.6145124716553287,0.08707865168539326,85.12380952380951,65.10000000000001,0.7599999999999999,0.4691729323308271,0,1,0,0,1,0,0
51,1071,247,90.81,1.15,0,3,2023,0,62.0,712.0,441.0,81.0,627.0,295.0,89.0,852.0,363.0,59.333333333333336,894.0,379.6666666666667,70.57142857142857,967.2857142857143,354.7142857142857,7.37111479583196,13.189100839419659,179.55222081611785,292.5256195536359,115.00144926623021,107.4130877899496,0.20647773279352227,4.336032388663968,0.047619047619047616,78.96521739130435,58.65,0.7057142857142857,0.4848549946294307,0,1,0,0,1,0,0
89,865,427,92.17,0.97,0,3,2023,0,51.0,1071.0,247.0,65.0,899.0,451.0,85.0,952.0,486.0,67.33333333333333,882.6666666666666,371.6666666666667,71.14285714285714,954.8571428571429,346.2857142857143,19.553345834749944,13.981280001351447,180.1508627049376,295.1199917386316,108.19118879711657,97.22604981127617,0.20843091334894615,2.0257611241217797,0.10289017341040463,95.02061855670104,86.33,0.7114285714285715,0.478625134264232,0,1,0,0,1,0,0
81,850,487,108.14,0.88,1,3,2023,1,89.0,865.0,427.0,62.0,712.0,441.0,85.0,980.0,350.0,73.66666666666667,928.6666666666666,387.0,70.57142857142857,936.2857142857143,365.85714285714283,20.033305601755615,13.38976154700724,123.4922399721265,297.35596753482497,124.89995996796792,110.9225383941853,0.16632443531827515,1.7453798767967146,0.09529411764705882,122.88636363636364,71.28,0.7057142857142856,0.46931614751163625,0,1,0,0,1,0,0
57,801,437,102.27,1.13,1,3,2023,1,81.0,850.0,487.0,51.0,1071.0,247.0,65.0,1530.0,213.0,75.66666666666667,838.6666666666666,450.3333333333333,69.42857142857143,832.1428571428571,397.85714285714283,16.653327995729047,14.25782992904999,33.471380810078216,141.66207275464848,32.14550253664301,89.76901575976075,0.13043478260869565,1.8329519450800915,0.07116104868913857,90.50442477876106,64.41,0.6942857142857143,0.4171142141066953,0,1,0,0,1,0,0
88,607,480,83.93,1.02,0,3,2023,0,57.0,801.0,437.0,89.0,865.0,427.0,81.0,627.0,295.0,75.33333333333333,752.6666666666666,468.0,70.42857142857143,829.2857142857143,424.2857142857143,16.258331197676252,15.404081091896188,128.50810609970588,146.60458642861494,27.073972741361565,81.27056516294653,0.18333333333333332,1.2645833333333334,0.14497528830313014,82.28431372549021,89.76,0.7042857142857143,0.4156820622986036,0,1,0,0,1,0,0
83,1960,219,102.6,1.08,0,3,2023,0,88.0,607.0,480.0,81.0,850.0,487.0,65.0,899.0,451.0,76.0,1122.6666666666667,378.6666666666667,73.0,980.8571428571429,391.14285714285717,16.643316977093225,15.842979517754843,731.6107799460948,454.934950870792,139.93689053760386,110.58093351542499,0.3789954337899543,8.949771689497718,0.042346938775510205,94.99999999999999,89.64,0.7299999999999999,0.49165771571786604,0,1,0,0,1,0,0
68,1842,410,87.63,0.87,0,3,2023,0,83.0,1960.0,219.0,57.0,801.0,437.0,62.0,712.0,441.0,79.66666666666667,1469.6666666666667,369.6666666666667,73.85714285714286,1142.2857142857142,386.7142857142857,10.408329997330643,15.301727260112065,749.4173292187292,536.7593235599842,135.09379457744654,108.85879888754094,0.16585365853658537,4.492682926829269,0.03691639522258415,100.72413793103448,59.16,0.7385714285714285,0.5725742928750447,0,1,0,0,1,0,0
96,577,323,105.22,1.03,0,3,2023,0,68.0,1842.0,410.0,88.0,607.0,480.0,51.0,1071.0,247.0,82.33333333333333,1459.6666666666667,317.3333333333333,80.28571428571429,1071.7142857142858,397.57142857142856,14.01189970465579,13.437686875776954,766.6852896288888,578.5423390688347,95.62600761996354,95.58217606307343,0.29721362229102166,1.7863777089783281,0.1663778162911612,102.15533980582524,98.88,0.8028571428571427,0.5372001432151808,0,1,0,0,1,0,0
73,1836,299,102.5,1.03,0,3,2023,0,96.0,577.0,323.0,83.0,1960.0,219.0,89.0,865.0,427.0,79.0,1418.3333333333333,344.0,78.0,1210.4285714285713,379.2857142857143,14.933184523068066,13.063945294843602,728.622215783552,634.4259497484999,58.40376700179531,101.09849040368879,0.24414715719063546,6.1404682274247495,0.039760348583877995,99.51456310679612,75.19,0.78,0.6067311134980308,0,1,0,0,1,0,0
53,1189,206,93.2,1.02,1,3,2023,1,73.0,1836.0,299.0,68.0,1842.0,410.0,81.0,850.0,487.0,74.0,1200.6666666666667,276.0,74.0,1258.857142857143,339.14285714285717,21.517434791350006,15.95827893811442,629.5810776487274,614.967594965087,61.79805822192146,106.82607136747811,0.25728155339805825,5.771844660194175,0.044575273338940284,91.37254901960785,54.06,0.7400000000000001,0.6310060866451844,0,1,0,0,1,0,0
90,922,285,102.93,0.93,1,3,2023,1,53.0,1189.0,206.0,96.0,577.0,323.0,57.0,801.0,437.0,72.0,1315.6666666666667,263.3333333333333,78.71428571428571,1276.142857142857,317.42857142857144,18.520259177452125,14.941154414505425,469.98120529797035,601.5062838606176,50.143128475727636,98.76378746426103,0.3157894736842105,3.2350877192982455,0.09761388286334056,110.6774193548387,83.7,0.7871428571428571,0.639670605084139,0,1,0,0,1,0,0
75,882,267,118.66,1.05,0,3,2023,0,90.0,922.0,285.0,73.0,1836.0,299.0,88.0,607.0,480.0,72.66666666666667,997.6666666666666,252.66666666666666,76.85714285714286,1315.4285714285713,287.0,18.610033136277135,14.392458342578475,166.90216695217885,557.9205012493142,41.40450861118059,68.50547423381593,0.2808988764044944,3.303370786516854,0.08503401360544217,113.0095238095238,78.75,0.7685714285714286,0.6593626924453992,0,1,0,0,1,0,0
85,984,284,88.09,1.07,0,3,2023,0,75.0,882.0,267.0,53.0,1189.0,206.0,83.0,1960.0,219.0,83.33333333333333,929.3333333333334,278.6666666666667,77.14285714285714,1176.0,296.2857142857143,7.637626158259704,14.553677329442325,51.393903659217905,487.5007692301628,10.115993936995395,61.832338587814306,0.2992957746478873,3.464788732394366,0.08638211382113821,82.32710280373831,90.95,0.7714285714285715,0.5894736842105263,0,1,0,0,1,0,0
50,1074,308,90.25,1.08,0,3,2023,0,85.0,984.0,284.0,90.0,922.0,285.0,68.0,1842.0,410.0,70.0,980.0,286.3333333333333,74.57142857142857,1066.2857142857142,281.7142857142857,18.027756377319935,17.69046016790916,96.06247966818074,389.12924771670913,20.59935274064037,37.989973614601446,0.16233766233766234,3.487012987012987,0.04655493482309125,83.56481481481481,54.0,0.7457142857142858,0.5344790547798067,0,1,0,0,1,0,0
75,689,362,111.59,0.92,0,3,2023,0,50.0,1074.0,308.0,75.0,882.0,267.0,96.0,577.0,323.0,70.0,915.6666666666666,318.0,71.57142857142857,1082.2857142857142,287.2857142857143,18.027756377319935,15.031712508971838,201.39099615755657,367.3512008445124,39.9499687108763,46.874706348286736,0.20718232044198895,1.9033149171270718,0.10885341074020319,121.29347826086956,69.0,0.7157142857142856,0.5424991049051199,0,1,0,0,1,0,0
64,1714,220,109.63,1.04,0,3,2023,0,75.0,689.0,362.0,85.0,984.0,284.0,73.0,1836.0,299.0,63.0,1159.0,296.6666666666667,70.28571428571429,1064.857142857143,276.0,12.52996408614165,15.272134599920687,517.7595967241937,326.22406848229855,71.67519329121708,52.72886622461509,0.2909090909090909,7.790909090909091,0.03733955659276546,105.41346153846153,66.56,0.7028571428571428,0.5337629788757609,0,1,0,0,1,0,0
75,1113,414,108.22,1.19,1,3,2023,1,64.0,1714.0,220.0,50.0,1074.0,308.0,53.0,1189.0,206.0,71.33333333333333,1172.0,332.0,73.42857142857143,1054.0,305.7142857142857,6.350852961085848,13.252133700617692,515.0407750848467,322.6489320195154,100.41912168506552,64.09033802821952,0.18115942028985507,2.6884057971014492,0.0673854447439353,90.94117647058823,89.25,0.7342857142857142,0.5283208020050125,0,1,0,0,1,0,0
51,1650,454,97.55,0.92,1,3,2023,1,75.0,1113.0,414.0,75.0,689.0,362.0,90.0,922.0,285.0,63.333333333333336,1492.3333333333333,362.6666666666667,67.85714285714286,1158.0,329.85714285714283,12.013880860626715,13.322019009001211,330.0671648821388,384.4246783614884,125.16122935371531,83.79027105702386,0.11233480176211454,3.6343612334801763,0.03090909090909091,106.03260869565217,46.92,0.6785714285714286,0.5804511278195488,0,1,0,0,1,0,0
90,1158,225,91.1,0.92,0,3,2023,0,51.0,1650.0,454.0,64.0,1714.0,220.0,75.0,882.0,267.0,72.0,1307.0,364.3333333333333,70.0,1197.4285714285713,323.85714285714283,19.67231557290599,15.663120165960951,297.89763342463743,365.06522574413947,122.31244144948349,90.29290959875826,0.4,5.1466666666666665,0.07772020725388601,99.02173913043477,82.8,0.7000000000000001,0.6002148227712139,0,1,0,0,1,0,0
84,1955,436,99.23,1.03,0,3,2023,0,90.0,1158.0,225.0,75.0,1113.0,414.0,85.0,984.0,284.0,75.0,1587.6666666666667,371.6666666666667,69.85714285714286,1336.142857142857,345.57142857142856,20.99999999999999,15.5072947504131,402.1396938046939,445.9646580060763,127.33551481551925,97.1285353588346,0.1926605504587156,4.48394495412844,0.04296675191815857,96.33980582524272,86.52,0.6985714285714286,0.6697457930540638,0,1,0,0,1,0,0
60,1406,326,102.77,1.08,0,3,2023,0,84.0,1955.0,436.0,51.0,1650.0,454.0,50.0,1074.0,308.0,78.0,1506.3333333333333,329.0,71.28571428571429,1383.5714285714287,348.14285714285717,15.87450786638753,13.73213124651188,407.8631306373903,430.83672744357125,105.53198567259119,96.2019205827489,0.18404907975460122,4.3128834355828225,0.04267425320056899,95.15740740740739,64.80000000000001,0.7128571428571429,0.6935195130683852,0,1,0,0,1,0,0
85,1093,346,100.13,1.15,0,3,2023,0,60.0,1406.0,326.0,90.0,1158.0,225.0,75.0,689.0,362.0,76.33333333333333,1484.6666666666667,369.3333333333333,72.71428571428571,1441.2857142857142,345.85714285714283,14.153915830374748,14.670995032311021,436.3511582811864,339.70757732973584,58.594652770823075,96.00768818420842,0.24566473988439305,3.158959537572254,0.0777676120768527,87.0695652173913,97.74999999999999,0.7271428571428571,0.7224489795918367,0,1,0,0,1,0,0
98,1650,422,97.35,1.27,0,3,2023,0,85.0,1093.0,346.0,84.0,1955.0,436.0,64.0,1714.0,220.0,81.0,1383.0,364.6666666666667,77.57142857142857,1432.142857142857,374.7142857142857,19.313207915827952,16.78150909838109,279.2113894525072,331.91636927165337,50.64911976859344,81.06934127793375,0.23222748815165878,3.909952606635071,0.059393939393939395,76.65354330708661,124.46000000000001,0.7757142857142857,0.7178660938059434,0,1,0,0,1,0,0
51,1715,476,104.97,0.99,1,1,2023,1,51.0,1715.0,476.0,51.0,1715.0,476.0,51.0,1715.0,476.0,70.33333333333333,1244.6666666666667,382.3333333333333,74.42857142857143,1415.2857142857142,399.85714285714283,23.158871590242327,19.63718532832665,603.6392410482716,414.9625341665254,151.11695250147594,99.9840463464523,0.10714285714285714,3.6029411764705883,0.029737609329446066,106.03030303030303,50.49,0.51,0.8596491228070176,0,1,0,0,0,1,0
96,1455,463,106.48,1.15,0,1,2023,0,51.0,1715.0,476.0,51.0,1715.0,476.0,51.0,1715.0,476.0,70.33333333333333,1244.6666666666667,382.3333333333333,74.42857142857143,1415.2857142857142,399.85714285714283,23.158871590242327,19.63718532832665,603.6392410482716,414.9625341665254,151.11695250147594,99.9840463464523,0.20734341252699784,3.142548596112311,0.06597938144329897,92.5913043478261,110.39999999999999,0.735,0.7944862155388471,0,1,0,0,0,1,0
64,564,208,97.66,0.98,0,1,2023,0,96.0,1455.0,463.0,51.0,1715.0,476.0,51.0,1715.0,476.0,70.33333333333333,1244.6666666666667,382.3333333333333,74.42857142857143,1415.2857142857142,399.85714285714283,23.158871590242327,19.63718532832665,603.6392410482716,414.9625341665254,151.11695250147594,99.9840463464523,0.3076923076923077,2.7115384615384617,0.11347517730496454,99.65306122448979,62.72,0.7033333333333333,0.6238930659983292,0,1,0,0,0,1,0
50,1528,417,115.79,1.08,0,1,2023,0,64.0,564.0,208.0,51.0,1715.0,476.0,51.0,1715.0,476.0,70.0,1182.3333333333333,362.6666666666667,74.42857142857143,1415.2857142857142,399.85714285714283,23.57965224510319,19.63718532832665,536.7348817929885,414.9625341665254,135.90560449566945,99.9840463464523,0.11990407673860912,3.6642685851318944,0.032722513089005235,107.21296296296296,54.0,0.6525,0.6593984962406015,0,1,0,0,0,1,0
93,1863,485,95.31,1.05,0,1,2023,0,50.0,1528.0,417.0,96.0,1455.0,463.0,51.0,1715.0,476.0,69.0,1318.3333333333333,370.0,74.42857142857143,1415.2857142857142,399.85714285714283,21.93171219946131,19.63718532832665,674.4036872180736,414.9625341665254,144.35719587190655,99.9840463464523,0.19175257731958764,3.841237113402062,0.0499194847020934,90.77142857142857,97.65,0.708,0.7142857142857143,0,1,0,0,0,1,0
77,1354,423,95.37,0.95,0,1,2023,0,93.0,1863.0,485.0,64.0,564.0,208.0,51.0,1715.0,476.0,73.33333333333333,1581.6666666666667,441.6666666666667,74.42857142857143,1415.2857142857142,399.85714285714283,21.733231083604053,19.63718532832665,258.7089742033183,414.9625341665254,37.64748774265462,99.9840463464523,0.18203309692671396,3.2009456264775413,0.0568685376661743,100.38947368421053,73.14999999999999,0.7183333333333334,0.7083542188805346,0,1,0,0,0,1,0
90,1428,327,102.42,0.81,1,1,2023,1,77.0,1354.0,423.0,50.0,1528.0,417.0,51.0,1715.0,476.0,86.66666666666667,1548.3333333333333,411.6666666666667,74.42857142857143,1415.2857142857142,399.85714285714283,8.504900548115389,19.63718532832665,275.00969679873685,414.9625341665254,79.60736984308257,99.9840463464523,0.27522935779816515,4.36697247706422,0.06302521008403361,126.44444444444444,72.9,0.7442857142857143,0.7094163981382027,0,1,0,0,0,1,0
98,1943,303,82.75,0.94,1,1,2023,1,90.0,1428.0,327.0,93.0,1863.0,485.0,51.0,1715.0,476.0,88.33333333333333,1575.0,351.0,81.14285714285714,1447.857142857143,375.14285714285717,10.598742063723105,18.279574862202264,320.83796533452806,449.8871816249894,63.49803146555017,99.40561448165887,0.3234323432343234,6.412541254125412,0.050437467833247554,88.03191489361703,92.11999999999999,0.8114285714285715,0.7257429287504477,0,1,0,0,0,1,0
76,526,425,89.87,1.03,0,1,2023,0,98.0,1943.0,303.0,77.0,1354.0,423.0,96.0,1455.0,463.0,88.0,1299.0,351.6666666666667,78.28571428571429,1315.142857142857,369.7142857142857,11.135528725660052,17.094972806006307,717.2537905093286,568.7513893232639,64.63229326995392,94.73597395870672,0.17882352941176471,1.2376470588235293,0.1444866920152091,87.25242718446601,78.28,0.7828571428571429,0.65921947726459,0,1,0,0,0,1,0
74,1065,257,90.92,0.86,0,1,2023,0,76.0,526.0,425.0,90.0,1428.0,327.0,64.0,564.0,208.0,82.66666666666667,1178.0,328.3333333333333,79.71428571428571,1386.7142857142858,376.7142857142857,13.316656236958794,16.090517763725373,715.2265375389813,483.62647924671313,86.81781691181442,81.71028961257832,0.28793774319066145,4.143968871595331,0.06948356807511737,105.72093023255815,63.64,0.7971428571428572,0.695094880057286,0,1,0,0,0,1,0
72,1353,250,114.66,0.98,0,1,2023,0,74.0,1065.0,257.0,98.0,1943.0,303.0,50.0,1528.0,417.0,74.0,981.3333333333334,310.6666666666667,82.85714285714286,1361.7142857142858,352.85714285714283,2.000000000000071,10.494896719018097,419.80034937257153,479.6122441742962,99.07741081262333,91.75043791253995,0.288,5.412,0.05321507760532151,117.0,70.56,0.8285714285714285,0.6825635517364841,0,1,0,0,0,1,0
68,1581,428,100.68,0.86,0,1,2023,0,72.0,1353.0,250.0,76.0,526.0,425.0,93.0,1863.0,485.0,71.33333333333333,1333.0,311.6666666666667,79.28571428571429,1321.4285714285713,344.7142857142857,3.055050463303938,10.71936387593787,258.58074174230336,440.75800508625935,100.80839912097271,79.82212367866079,0.1588785046728972,3.69392523364486,0.043010752688172046,117.06976744186048,58.48,0.7928571428571428,0.6623702112423917,0,1,0,0,0,1,0
95,1457,403,94.56,1.01,0,1,2023,0,68.0,1581.0,428.0,74.0,1065.0,257.0,77.0,1354.0,423.0,78.33333333333333,1463.6666666666667,360.3333333333333,81.85714285714286,1336.142857142857,341.85714285714283,14.57166199626294,12.143977539348063,114.14610520439639,443.73581801616615,96.36562319278245,76.85577092066357,0.23573200992555832,3.6153846153846154,0.06520247083047358,93.62376237623762,95.95,0.8185714285714285,0.6697457930540638,0,1,0,0,0,1,0
92,1791,264,88.49,1.04,1,1,2023,1,95.0,1457.0,403.0,72.0,1353.0,250.0,90.0,1428.0,327.0,85.0,1609.6666666666667,365.0,82.14285714285714,1388.0,332.85714285714283,14.798648586948753,12.388550781919175,168.83522539249063,476.2775801287872,88.35722947218296,82.37602517607606,0.3484848484848485,6.784090909090909,0.0513679508654383,85.08653846153845,95.68,0.8214285714285714,0.6957393483709273,0,1,0,0,0,1,0
84,1622,235,93.99,0.97,1,1,2023,1,92.0,1791.0,264.0,68.0,1581.0,428.0,98.0,1943.0,303.0,90.33333333333333,1623.3333333333333,300.6666666666667,80.14285714285714,1342.142857142857,323.14285714285717,5.686240703077355,10.367072415884357,167.00399196825538,426.82019187296675,89.8016332442419,90.12847972279823,0.3574468085106383,6.902127659574468,0.051787916152897656,96.89690721649484,81.48,0.8014285714285714,0.6727533118510562,0,1,0,0,0,1,0
68,1890,343,93.98,1.19,0,1,2023,0,84.0,1622.0,235.0,95.0,1457.0,403.0,76.0,526.0,425.0,81.33333333333333,1767.6666666666667,280.6666666666667,79.0,1537.0,311.42857142857144,12.220201853215585,11.29896750445219,135.51506681300464,277.28625401679517,55.89573627150226,79.37013952122702,0.19825072886297376,5.510204081632653,0.03597883597883598,78.9747899159664,80.92,0.79,0.7704260651629072,0,1,0,0,0,1,0
87,838,335,99.87,0.89,0,1,2023,0,68.0,1890.0,343.0,92.0,1791.0,264.0,74.0,1065.0,257.0,79.66666666666667,1450.0,304.3333333333333,80.85714285714286,1504.5714285714287,322.57142857142856,10.214368964029719,11.408017231002807,546.6845525529322,346.3576461515164,60.17751518078271,75.85261398013282,0.25970149253731345,2.5014925373134327,0.10381861575178998,112.21348314606742,77.43,0.8085714285714286,0.754171142141067,0,1,0,0,0,1,0
55,557,243,108.23,0.88,0,1,2023,0,87.0,838.0,335.0,84.0,1622.0,235.0,72.0,1353.0,250.0,70.0,1095.0,307.0,78.42857142857143,1390.857142857143,321.57142857142856,16.09347693943109,14.886875011870272,702.6798702111793,500.6966575254351,55.56977595779924,77.0061840435713,0.22633744855967078,2.292181069958848,0.09874326750448834,122.98863636363637,48.4,0.7842857142857144,0.697171500179019,0,1,0,0,0,1,0
